,show_id,title,country,release_year,is_adult,duration,description
2510,s3975,Nate Bargatze: The Tennessee Kid,United States,2019,TV-PG,61,"Comic Nate Bargatze touches on air travel, cheap weddings, college football, chocolate milk and the perils of ordering coffee in this stand-up special."
2511,s3976,Sei,India,2018,TV-14,126,"An aspiring yet aimless actor takes over his ailing father's job as an ambulance driver, unwittingly getting involved in an organ-trafficking network."
2512,s3978,Superlopez,Spain,2018,TV-MA,108,"In this adaptation of the comic strip, Juan López must balance an office job with heroic feats to save the love of his life and native planet Chitón."
2513,s3979,Oversize Cops,Thailand,2017,TV-MA,100,"While investigating a bank robbery, a squad of overweight police officers undergoes rigorous training to shed pounds."
2514,s3983,Mirage,Spain,2018,TV-MA,129,"A space-time continuum glitch allows Vera to save a boy's life 25 years earlier, but results in the loss of her daughter, whom she fights to get back."
2515,s3984,ReMastered: The Miami Showband Massacre,United States,2019,TV-MA,71,The killing of three members of the Miami Showband sent shock waves across Ireland in 1975. Now one survivor doggedly pursues the truth.
2516,s3986,The Dirt,United States,2019,TV-MA,108,"In this unflinching biopic based on Mötley Crüe's best-selling book, four LA misfits navigate the monster highs and savage lows of music superstardom."
2517,s3988,Antoine Griezmann: The Making of a Legend,Not Available,2019,TV-PG,60,"With heart and determination, Antoine Griezmann overcame his small stature to become one of the world’s top soccer players and a World Cup champion."
2518,s3991,The Amazing Praybeyt Benjamin,Philippines,2014,TV-14,105,"Now a celebrity, Benjie is tasked with taking care of a General's young son, who has information about a looming terrorist threat."
2519,s3992,The Super Parental Guardians,Philippines,2016,TV-14,115,"Following his best friend's death, Arci takes charge of her two boisterous children with some help from their gang-affiliated uncle."
2520,s3993,The Third Party,Philippines,2016,TV-MA,118,"When aspiring fashion designer Andi reconnects with her ex-boyfriend Max, she's surprised to learn that he's in a relationship with a man."
2521,s3994,The Unmarried Wife,Philippines,2016,TV-MA,130,"Tired of her husband's cheating, Anne begins a passionate new relationship – while still wondering if she should give her marriage another chance."
2522,s3995,Vince and Kath and James,Philippines,2016,TV-PG,115,"Love can be complicated, especially when Vince agrees to secretly woo Kath via text on behalf of James – while falling for her, too."
2523,s3996,Alexis Viera: A Story of Surviving,Uruguay,2019,TV-MA,69,"After being shot during a robbery in Colombia and losing sensation in his legs, Uruguayan soccer star Alexis Viera finds a new sense of purpose."
2524,s3998,Imago,India,2018,TV-PG,97,"A teen with vitiligo struggles with self-doubt and anxiety until a new schoolteacher sees her through a different lens, and urges her to do the same."
2525,s4000,Amy Schumer Growing,United States,2019,TV-MA,61,"Amy Schumer spills on her new marriage, personal growth, making a baby and her mom's misguided advice in a special that's both raunchy and sincere."
2526,s4001,5 Flights Up,United States,2014,PG-13,92,"A couple finds unexpected drama when, after 40 years of living in the same Brooklyn walk-up, they attempt to sell their apartment and buy a new one."
2527,s4003,Bombairiya,United Arab Emirates,2018,TV-MA,108,"A PR agent trying to find her stolen phone, a politician in trouble, and a fading celebrity find their lives intertwining in unexpected, messy ways."
2528,s4004,Burn Out,France,2017,TV-MA,104,"When his son's mom runs afoul of Paris's criminal underworld, a thrill-seeking superbike racer begins moonlighting as a drug courier to clear her debt."
2529,s4005,Edoardo Ferrario: Temi Caldi,Italy,2019,TV-MA,65,"Italian comedian Edoardo Ferrario riffs on life at 30 and unpacks the peculiarities of global travel, social media and people who like craft beer."
2530,s4006,Girl,Netherlands,2018,R,106,Fifteen-year-old ballet dancer Lara faces physical and emotional hurdles as she prepares for gender confirmation surgery. Inspired by a true story.
2531,s4008,Jeff Dunham: Arguing with Myself,United States,2006,TV-MA,69,"Playing straight man to partners half his size, ventriloquist Jeff Dunham – one of America's funniest comics – slays audiences across the country."
2532,s4009,Jeff Dunham: Controlled Chaos,United States,2011,TV-MA,97,"Politically incorrect and often raunchy humor pepper ventriloquist Dunham's live concert performance featuring characters Walter, Achmed and Peanut."
2533,s4010,Jeff Dunham: Minding the Monsters,United States,2012,TV-MA,80,"Jeff Dunham returns with a haunted house full of his hysterical entourage, and each character stars in its own horror movie trailer."
2534,s4011,Jeff Dunham's Very Special Christmas Special,United States,2008,TV-MA,85,"Politically incorrect, sometimes raunchy ventriloquist Jeff Dunham is joined by his irreverent cast of characters in this hilarious Christmas special."
2535,s4012,Late Life: The Chien-Ming Wang Story,United States,2018,TV-14,98,Injuries sidelined the bright career of New York Yankees pitcher Chien-Ming Wang. This documentary captures his relentless battle back to the majors.
2536,s4014,Paskal,Malaysia,2018,TV-14,115,Naval unit PASKAL is among the most elite special forces in Malaysia. But all bets are off when one of its own stages a hijacking. Based on true events.
2537,s4018,A Love Story,Philippines,2007,TV-14,117,"Self-made millionaire Ian thinks he's found happiness when he marries caring Joanna, but his love is put to the test when he meets stewardess Karyn."
2538,s4019,Barcelona: A Love Untold,Philippines,2016,TV-14,132,"While pursuing a degree in Spain, an architecture student struggling with grief meets a fellow expatriate trying to flee a difficult family life."
2539,s4020,Everything About Her,Philippines,2016,TV-MA,127,A hard-driving real estate tycoon who becomes ill with cancer hires a medical caretaker who helps her begin to mend fences with her estranged son.
2540,s4021,Finally Found Someone,Philippines,2017,TV-14,125,"After a woman is very publicly left at the altar, the PR expert hired to fix the situation winds up falling in love with her."
2541,s4022,Seven Sundays,Philippines,2017,TV-MA,128,"A dying father asks his busy and grown children to spend their Sundays with him, forcing his family to confront their issues before it's too late."
2542,s4025,Triple Frontier,United States,2019,R,126,"Loyalties are tested when five former special forces operatives reunite to steal a drug lord's fortune, unleashing a chain of unintended consequences."
2543,s4026,Jimmy Carr: The Best of Ultimate Gold Greatest Hits,Not Available,2019,TV-MA,58,Nothing is off limits as Jimmy Carr serves up the most outrageous jokes from his stand-up career in a special that's not for the faint of heart.
2544,s4032,Hajwala 2: Mysterious Mission,United Arab Emirates,2018,TV-14,116,"In this sequel, a group of expert drivers skilled in drifting and high-speed racing is recruited to perform obscure tasks for a shadowy gang."
2545,s4034,Juanita,United States,2019,TV-MA,90,"Burdened by troubles in life and love, a mother of three grown children searches for hope and healing on an impromptu trip to Paper Moon, Montana."
2546,s4035,Lady J,France,2019,TV-MA,111,"When her romance with a lustful marquis takes an unwelcome turn, a wealthy widow concocts a scheme to get revenge – with help from a younger woman."
2547,s4037,Walk. Ride. Rodeo.,United States,2019,TV-PG,100,"In the wake of an accident that leaves her paralyzed, a champion rodeo rider vows to get back on her horse and compete again. Based on a true story."
2548,s4038,Nappily Ever After,United States,2018,TV-MA,99,"When a perfectionist ad exec experiences a romantic setback, she embarks on a journey of self-discovery that begins with a dramatic hair makeover."
2549,s4039,Sisterakas,Philippines,2012,TV-14,105,"Two half siblings separated by family conflict cross paths as adults at a fashion agency – but one of them has a vendetta, unbeknownst to the other."
2550,s4040,Starting Over Again,Philippines,2014,TV-14,128,"An architecture student and a history professor fall in love, pursue a dream, split up and bump into each other years later. Can there be a second chance?"
2551,s4041,That Thing Called Tadhana,Philippines,2015,TV-MA,91,"A devastating breakup with her boyfriend may be the start of a new beginning for Mace, thanks to an adventurous and kind stranger named Anthony."
2552,s4042,The Love Affair,Philippines,2015,TV-MA,127,"Feeling betrayed by their romantic partners' infidelity, Adrianne and Vince struggle to forgive while finding comfort with each other."
2553,s4046,The Hard Way,United States,2019,TV-MA,94,"After learning his brother died on a mission in Romania, a former soldier teams up with two allies to hunt down a mysterious enemy and exact revenge."
2554,s4047,Everyday I Love You,Philippines,2015,TV-14,124,"While patiently waiting for her boyfriend to come out of his coma, Audrey finds herself falling for the caring and successful Ethan."
2555,s4048,No Other Woman,Philippines,2011,TV-MA,103,"A happily married man gives in to temptation when a wealthy client pursues him, setting off a torrid love triangle."
2556,s4049,River's Edge,Japan,2018,TV-MA,118,"High schooler Haruna befriends loner Yamada, then is drawn into the tangled relationship between him, a model and the girl who loves him unreasonably."
2557,s4050,Sarkar,Not Available,2018,TV-MA,162,A ruthless businessman’s mission to expose electoral fraud brings him into a heated and dangerous political conflict with two corrupt ministers.
2558,s4051,Weapon of Choice,Austria,2018,TV-MA,89,"Speaking to retailers and owners of the Glock pistol, two filmmakers shed light on the politics of violence and its implications from Chicago to Kirkuk."
2559,s4052,"2,215",Thailand,2018,TV-MA,89,"This intimate documentary follows rock star Artiwara Kongmalai on his historic, 2,215-kilometer charity run across Thailand in 2017."
2560,s4053,BNK48: Girls Don't Cry,Thailand,2018,TV-14,108,"Members of the Thai idol girl group BNK48 open up about their experiences beyond the spotlight, their training and the nature of fame."
2561,s4054,Budapest,France,2018,TV-MA,103,"Two best friends put their careers and marriages on the line when they launch a business hosting outrageous, anything-goes bachelor parties in Hungary."
2562,s4059,Pants on Fire,Canada,2014,TV-G,87,Jealous girlfriends and aliens are just some of the things Jack lied about to become popular. Now the lies are coming to life and ruining everything.
