,show_id,title,country,release_year,is_adult,num_seasons,description,num_episodes
1578,s4312,Voltron: Legendary Defender,United States,2018,TV-Y7,8,"In an all-new series, five unlikely heroes and their flying robot lions unite to form the megapowerful Voltron and defend the universe from evil.",20
1579,s4313,Back Street Girls -GOKUDOLS-,Japan,2018,TV-MA,1,"To pay for an epic blunder, three yakuza brothers are forced to alter their bodies, form a girl group and break into the underground J-Pop idol scene.",22
1580,s4317,Dogs of Berlin,Germany,2018,TV-MA,1,"Two cops investigate the murder of a famous Turkish-German soccer player, but one of them has underworld connections that mire the case in controversy.",18
1581,s4321,Neo Yokio,United States,2018,TV-MA,2,"Joined by his faithful mecha-butler, Kaz Kaan pursues love, fashion and supernatural forces amid Neo Yokio's sinister high society.",13
1582,s4322,Pine Gap,Australia,2018,TV-MA,1,"At top-secret U.S.-Australian joint defense facility Pine Gap, fissures appear in the critical alliance as spies work with, and against, each other.",21
1583,s4327,The Sound of Your Heart: Reboot,South Korea,2018,TV-14,2,"Webtoonist Cho Seok is back with more anecdotes of mix-ups, unintended antics, and bathroom blunders in this reboot starring an all-new cast.",16
1584,s4328,Memories of the Alhambra,South Korea,2018,TV-MA,1,"While looking for the cryptic creator of an innovative augmented-reality game, an investment firm executive meets a woman who runs a hostel in Spain.",21
1585,s4341,Haunted House,Not Available,2017,TV-G,1,"With help from a 102-year-old goblin dwelling beneath their haunted apartment building, two siblings deal with ghosts and take on spooky mysteries.",16
1586,s4351,1983,Poland,2018,TV-MA,1,"In this dark alt-history thriller, a naïve law student and a world-weary detective uncover a conspiracy that has tyrannized Poland for decades.",18
1587,s4354,Death by Magic,United States,2018,TV-PG,1,"Magician Drummond Money-Coutts travels the globe, sharing his infectious love of his craft and attempting feats that proved fatal to other magicians.",17
1588,s4357,Love and Fortune,Japan,2018,TV-MA,1,"Frustrated by life with her boyfriend, thirty-something Wako can’t stop herself from being interested in high schooler Yumeaki, despite their age gap.",15
1589,s4360,Spy Kids: Mission Critical,United States,2018,TV-Y7,2,"In this animated spinoff series, Juni and Carmen Cortez must battle the evil organization S.W.A.M.P. – without the help of their super-spy parents.",17
1590,s4363,Bumping Mics with Jeff Ross & Dave Attell,United States,2018,TV-MA,1,"When Jeff Ross and Dave Attell take the stage, no one is safe. With the help of special guests, they're packing a lot of laughs into one epic weekend.",19
1591,s4364,Minecraft: Story Mode,United States,2015,TV-PG,1,"Take control of an adventure set in the Minecraft universe. The future of the world is at stake, and your decisions shape the story – so choose wisely!",14
1592,s4366,Frontier,Canada,2018,TV-MA,3,"In 18th-century North America, ruthless trappers and entrepreneurs fight to wrest control of the fur trade from the mighty Hudson's Bay Company.",14
1593,s4367,Fugitiva,Spain,2018,TV-MA,1,A domestic abuse survivor orchestrates an elaborate deception to protect her family from her powerfully wealthy husband and his vindictive enemies.,18
1594,s4368,Sick Note,United Kingdom,2018,TV-MA,2,"After slacker Daniel Glass is misdiagnosed with cancer, his lies lead him into an absurd web of fraud, blackmail, suspicion and misadventure.",12
1595,s4369,Mystery Science Theater 3000: The Return,United States,2018,TV-14,2,"The cult hit returns! Captured by mad scientists, new host Jonah survives a blitz of cheesy B movies by riffing on them with his funny robot pals.",18
1596,s4372,Kulipari: Dream Walker,Not Available,2018,TV-Y7,1,"Now the Blue Sky King, Darel must lead a rescue mission to save a Dream Walker – leaving the village under the protection of the Kulipari youth.",22
1597,s4373,Paap-O-Meter,Not Available,2017,TV-Y7,1,"A trio of sky-dwelling ghosts must travel to Earth to teach sinning humans a lesson, but they somehow manage to botch each well-intentioned mission.",13
1598,s4377,The Final Table,United States,2018,TV-PG,1,Teams of elite chefs vie to impress the world's toughest palates as they whip up iconic dishes from nine nations in this star-packed competition.,18
1599,s4380,Eternal Love,China,2017,TV-14,1,"After the deities Bai Qian and Ye Hua meet and fall in love, their romance stands the test of three lifetimes — each an epic in its own right.",18
1600,s4381,La Doña,United States,2016,TV-14,1,"Worlds collide and lives shatter when Altagracia, a powerful and elegant businesswoman, plots a ruthless revenge while falling in love.",21
1601,s4382,Silvana Sin Lana,United States,2016,TV-14,1,"When her fugitive husband leaves her homeless and penniless, a once-wealthy woman has no other choice but to join the working class.",14
1602,s4385,Ponysitters Club,Canada,2018,TV-G,2,A young horse enthusiast teams up with her best friends to rescue and rehabilitate animals on her family's beloved ranch.,19
1603,s4388,Vai Anitta,Brazil,2018,TV-MA,1,"Go behind the scenes with Brazilian pop icon Anitta, along with her friends and family, as she aims to create a new song and music video each month.",21
1604,s4390,Beyblade Burst Evolution,Not Available,2017,TV-Y,1,"Scouted by a famous Spanish club, Valt Aoi heads to Spain. With their sights on the World League, he and his teammates face the European League first.",17
1605,s4400,Warrior,Denmark,2018,TV-MA,1,A war veteran plagued by guilt over his final mission teams up with his best friend's widow to infiltrate a dangerous Copenhagen biker gang.,22
1606,s4401,Age of Tanks,Germany,2017,TV-PG,1,The history of military tanks unfolds in a documentary series that traces their role in history and geopolitics from World War I to the 21st century.,14
1607,s4404,Medal of Honor,United States,2018,TV-MA,1,"Honoring service members whose courage merited the awarding of a Medal of Honor, this docudrama series re-creates their inspiring true stories.",15
1608,s4406,Super Drags,Brazil,2018,TV-MA,1,"In this adult animated series, three gay co-workers lead double lives as drag queen superheroes, saving the LGBTQ community from evil nemeses.",18
1609,s4407,The Queen of Flow,Colombia,2018,TV-MA,1,"Seventeen years after being wrongly imprisoned, a talented songwriter seeks justice against the men who caused her downfall and killed her family.",14
1610,s4408,Treehouse Detectives,South Korea,2018,TV-Y,2,"When their animal friends need help, brother-and-sister team Toby and Teri use the clues and follow the facts to solve mysteries in their own backyard.",14
1611,s4409,Westside,United States,2018,TV-MA,1,Nine struggling musicians share the spotlight in this deeply personal reality series about the challenges and thrills of staging a Hollywood showcase.,18
1612,s4410,Transfers,France,2017,TV-MA,1,"After a boating accident, woodworker and family man Florian wakes up in the body of an officer who leads a task force against illegal body transfers.",19
1613,s4411,Damnation,United States,2017,TV-MA,1,"During the Great Depression, a stranger with a violent past poses as a preacher and rallies farmers to mount a strike in a rural Iowa community.",14
1614,s4414,Kopitiam,Malaysia,2003,TV-14,7,"A young woman returns to Malaysia to take over her father’s old coffee shop. Along with inheriting the Kopitiam, she gains a kooky group of friends.",12
1615,s4416,Brainchild,Not Available,2018,TV-G,1,"From germs and emotions to social media and more, it's the science of your world explained in a way that's refreshingly relatable.",16
1616,s4431,Creators,Argentina,2015,TV-Y,2,"Two brilliant scientists discover the hidden virtual city of Creápolis, where citizens have the power to solve problems by believing and creating.",20
1617,s4437,Follow This,United States,2018,TV-MA,3,Follow the reporters at BuzzFeed as they probe topics ranging from quirky internet crazes to safe injection spaces for opioid users.,15
1618,s4462,The Great British Baking Show: The Beginnings,Not Available,2012,TV-PG,1,A dozen amateur bakers amiably compete for the coveted title of Britain's best as they whip up tasty treats for judges Mary Berry and Paul Hollywood.,13
1619,s4470,Fate/EXTRA Last Encore,Japan,2018,TV-MA,2,"Hakuno Kishinami finds himself in the midst of a Holy Grail war with no memories of how he got there. Through his confusion, he must fight to survive.",20
1620,s4477,Terrorism Close Calls,United States,2018,TV-MA,1,Law enforcement officials look back on attempted terrorist attacks that were thwarted in the nick of time.,20
1621,s4479,DreamWorks Spooky Stories,United States,2009,TV-PG,1,"Shrek dares his friends to bring on the scary with ghost stories told in a haunted castle. Later, Ginormica and the Monsters face alien pumpkins.",22
1622,s4480,Great News,United States,2017,TV-14,2,A TV news producer's ambitions take an awkward turn when her mother rejoins the workforce and snags a job as the station's newest intern.,16
1623,s4484,Here to Heart,China,2018,TV-14,1,Wen Nuan signs on to work as the executive assistant to ex Zhan Nanxian at his tech firm. Helping him at work just may lead her back into his heart.,15
1624,s4486,The Hollywood Masters,United States,2017,TV-MA,3,"Top Hollywood stars and directors open up about their dreams, struggles and lifelong obsessions in interviews filmed in front of a live audience.",12
1625,s4488,Accidentally in Love,China,2018,TV-14,1,"Rejecting the demands of her wealthy family, a young woman poses as an ordinary college student and crosses paths with a stoic pop star at school.",22
1626,s4489,Ask the Doctor,Australia,2017,TV-PG,1,"From allergies to diet to sleep, three friendly doctors share expert advice, bust medical myths and test the latest treatments.",22
1627,s4490,Best.Worst.Weekend.Ever.,United States,2018,TV-PG,1,"Teenage friends plan an epic trip to Comic-Con to meet their idol, only to get caught in one hilariously awkward predicament after another.",18
1628,s4495,Making a Murderer,United States,2018,TV-14,2,"Filmed over 10 years, this real-life thriller follows a DNA exoneree who, while exposing police corruption, becomes a suspect in a grisly new crime.",21
1629,s4496,Marvel's Daredevil,United States,2018,TV-MA,3,"Blinded as a young boy, Matt Murdock fights injustice by day as a lawyer and by night as the Super Hero Daredevil in Hell's Kitchen, New York City.",18
1630,s4499,Project S The Series,Thailand,2017,TV-MA,4,"Sports and friendship intertwine in tales of a volleyball team, an autistic badminton player, a skateboarder with depression and an archery-club crush.",14
1631,s4502,Wanderlust,United Kingdom,2018,TV-MA,1,"Unable to revive their fading sex life after many years of marriage, a therapist and her husband decide to start dating other people.",13
1632,s4504,My Babysitter's a Vampire,Canada,2012,TV-PG,2,"Ethan, Benny and fledgling vampire Sarah battle zombies, demons and the other supernatural beasties that regularly threaten their school.",15
